feat_dim,num_splits,acc_mean,acc_std,auroc_mean,auroc_std,oscr_mean,oscr_std,tnr95_mean,tnr95_std,dtacc95_mean,dtacc95_std
32,5,98.63290102553525,0.6064939482919253,78.10772283461732,12.800865676503207,77.83861525645347,12.82372703616685,37.08288024892792,25.597009942662265,75.8310764115336,8.16421733761334
